timestamp: 713 | hand: left | pinch strength: 0.121501 | finger: index | distance: 71.00821549457852
timestamp: 731 | hand: left | pinch strength: 0.255542 | finger: index | distance: 66.53377189197077
timestamp: 750 | hand: left | pinch strength: 0.378776 | finger: index | distance: 62.24646422449792
timestamp: 768 | hand: left | pinch strength: 0.506338 | finger: index | distance: 57.70066556001261
timestamp: 782 | hand: left | pinch strength: 0.655629 | finger: index | distance: 52.24641556511413
timestamp: 800 | hand: left | pinch strength: 0.826846 | finger: index | distance: 45.88110450114732
timestamp: 818 | hand: left | pinch strength: 0.982179 | finger: index | distance: 39.59712382917855
timestamp: 836 | hand: left | pinch strength: 1 | finger: index | distance: 33.91244647104364
timestamp: 854 | hand: left | pinch strength: 1 | finger: index | distance: 29.314595924719825
timestamp: 873 | hand: left | pinch strength: 1 | finger: index | distance: 25.67959831013717
timestamp: 890 | hand: left | pinch strength: 1 | finger: index | distance: 23.159014230800068
timestamp: 908 | hand: left | pinch strength: 1 | finger: index | distance: 21.487362423371
timestamp: 927 | hand: left | pinch strength: 1 | finger: index | distance: 20.699617336205034
timestamp: 945 | hand: left | pinch strength: 1 | finger: index | distance: 20.281935180694397
timestamp: 963 | hand: left | pinch strength: 0.980268 | finger: index | distance: 20.15491645579311
timestamp: 981 | hand: left | pinch strength: 0.971057 | finger: index | distance: 19.652180092908267
timestamp: 999 | hand: left | pinch strength: 0.950707 | finger: index | distance: 19.665217470470548
timestamp: 1017 | hand: left | pinch strength: 0.943828 | finger: index | distance: 19.648642277900528
timestamp: 1035 | hand: left | pinch strength: 0.939142 | finger: index | distance: 19.58901329477572
timestamp: 1060 | hand: left | pinch strength: 0.942355 | finger: index | distance: 19.466582212573943
timestamp: 1075 | hand: left | pinch strength: 0.945218 | finger: index | distance: 19.352727246711247
timestamp: 1091 | hand: left | pinch strength: 0.948514 | finger: index | distance: 19.21835375806159
timestamp: 1109 | hand: left | pinch strength: 0.950618 | finger: index | distance: 19.104860638457954
timestamp: 1127 | hand: left | pinch strength: 0.954226 | finger: index | distance: 19.016712671387236
timestamp: 1145 | hand: left | pinch strength: 0.961309 | finger: index | distance: 18.94546018910335
timestamp: 1164 | hand: left | pinch strength: 0.964327 | finger: index | distance: 18.771634202711276
timestamp: 1182 | hand: left | pinch strength: 0.970363 | finger: index | distance: 18.689628615842004
timestamp: 1199 | hand: left | pinch strength: 0.971843 | finger: index | distance: 18.623007813479003
timestamp: 1217 | hand: left | pinch strength: 0.97583 | finger: index | distance: 18.55459691080623
timestamp: 1236 | hand: left | pinch strength: 0.979007 | finger: index | distance: 18.51438016219015
timestamp: 1254 | hand: left | pinch strength: 0.980148 | finger: index | distance: 18.45705064088247
timestamp: 1272 | hand: left | pinch strength: 0.980967 | finger: index | distance: 18.40272061845476
timestamp: 1326 | hand: left | pinch strength: 0.983358 | finger: index | distance: 18.32065421495914
timestamp: 1344 | hand: left | pinch strength: 0.98217 | finger: index | distance: 18.286683684104666
timestamp: 1362 | hand: left | pinch strength: 0.980833 | finger: index | distance: 18.274613718185673
timestamp: 1380 | hand: left | pinch strength: 0.979964 | finger: index | distance: 18.24658010040237
timestamp: 1398 | hand: left | pinch strength: 0.980147 | finger: index | distance: 18.23463662362374
timestamp: 1416 | hand: left | pinch strength: 0.982311 | finger: index | distance: 18.21884149791363
timestamp: 1434 | hand: left | pinch strength: 0.98446 | finger: index | distance: 18.218092542308042
timestamp: 1453 | hand: left | pinch strength: 0.986966 | finger: index | distance: 18.22638668168762
timestamp: 1471 | hand: left | pinch strength: 0.989255 | finger: index | distance: 18.220919529894754
timestamp: 1489 | hand: left | pinch strength: 0.990331 | finger: index | distance: 18.203382116035478
timestamp: 1510 | hand: left | pinch strength: 0.990908 | finger: index | distance: 18.176704256792526
timestamp: 1525 | hand: left | pinch strength: 0.992782 | finger: index | distance: 18.18022611550528
timestamp: 1543 | hand: left | pinch strength: 0.994445 | finger: index | distance: 18.180634074093792
timestamp: 1565 | hand: left | pinch strength: 0.995385 | finger: index | distance: 18.167927077682805
timestamp: 1580 | hand: left | pinch strength: 0.996119 | finger: index | distance: 18.134126936218895
timestamp: 1594 | hand: left | pinch strength: 0.993345 | finger: index | distance: 18.03876683973713
timestamp: 1612 | hand: left | pinch strength: 0.997651 | finger: index | distance: 18.15731182692251
