timestamp,hand,pinchStrength,finger,distance
10039,Left,0,index,97.34492
10058,Left,0,index,96.77819
10077,Left,0,index,95.73916
10094,Left,0,index,94.2634
10112,Left,0,index,92.30708
10130,Left,0,index,89.77837
10148,Left,0,index,86.75459
10166,Left,0,index,83.62514
10185,Left,0,middle,80.49801
10202,Left,0,middle,73.9667
10220,Left,0,middle,67.01997
10238,Left,0,middle,58.65308
10256,Left,0.1011915,middle,48.68519
10274,Left,0.352293,middle,39.1477
10293,Left,0.5852903,middle,30.37889
10313,Left,0.8290384,middle,21.23424
10329,Left,1,middle,12.78281
10347,Left,1,middle,5.803189
10365,Left,1,middle,2.548763
10382,Left,1,middle,5.983012
10400,Left,1,middle,9.006301
10419,Left,1,middle,10.71004
10437,Left,1,middle,11.31657
10456,Left,1,middle,11.21252
10474,Left,1,middle,11.0821
10491,Left,1,middle,10.92754
10509,Left,1,middle,10.78793
10527,Left,1,middle,10.64308
10546,Left,1,middle,10.5078
10564,Left,1,middle,10.40432
10582,Left,1,middle,10.2186
10600,Left,1,middle,10.06621
10617,Left,1,middle,9.986371
10636,Left,1,middle,9.442211
10654,Left,1,middle,8.91306
10673,Left,1,middle,8.587946
10691,Left,1,middle,8.544043
10708,Left,1,middle,8.718656
10727,Left,1,middle,8.907579
10744,Left,1,middle,9.115349
10763,Left,1,middle,9.365664
10780,Left,1,middle,9.464371
10799,Left,1,middle,9.442057
10816,Left,1,middle,9.531103
10835,Left,1,middle,9.525684
10853,Left,1,middle,9.509422
10871,Left,1,middle,9.488289
10889,Left,1,middle,9.337309
10907,Left,1,middle,9.093323
10925,Left,1,middle,8.975919
10944,Left,1,middle,9.023793
10962,Left,1,middle,8.896272
10980,Left,1,middle,8.529627
10998,Left,1,middle,8.075289
11059,Left,1,middle,8.889207
11074,Left,1,middle,5.480958
11093,Left,1,middle,4.329086
11106,Left,1,middle,2.292165
11125,Left,1,middle,2.479384
11142,Left,1,middle,3.410091
11160,Left,1,middle,4.599331
11179,Left,1,middle,6.18994
11197,Left,1,middle,8.785541
11214,Left,0.9793428,middle,15.67497
11232,Left,0.7738546,middle,23.39744
11250,Left,0.5659815,middle,31.32166
11269,Left,0.3753725,middle,38.63314
11287,Left,0.198963,middle,45.4193
11305,Left,0.06506159,middle,50.91234
11322,Left,0,index,55.32788
11341,Left,0,index,58.6031
11359,Left,0,index,61.49527
11378,Left,0,index,64.03889
11395,Left,0,index,66.17538
11413,Left,0,index,68.21864
11432,Left,0,index,69.8065
11452,Left,0,index,71.69372
11469,Left,0,index,73.15078
11486,Left,0,index,74.35953
11504,Left,0,index,75.406
11522,Left,0,index,76.46777
11540,Left,0,index,77.45492
11558,Left,0,index,78.3576
11576,Left,0,index,79.81183
11594,Left,0,index,81.71793
11613,Left,0,index,83.40824
11630,Left,0,index,85.72759
11648,Left,0,index,87.99102
11666,Left,0,index,90.72073
11685,Left,0,index,93.55926
11703,Left,0,index,95.97655
11720,Left,0,index,97.80033
11738,Left,0,index,99.08695
11756,Left,0,index,100.0483
11775,Left,0,index,100.6773
11793,Left,0,index,100.7431
11812,Left,0,index,100.866
11829,Left,0,index,100.7824
11848,Left,0,index,100.5925
11865,Left,0,index,100.2862
11883,Left,0,index,100.0569
11902,Left,0,index,100.536
11919,Left,0,index,100.8336
11937,Left,0,index,101.175
11955,Left,0,index,101.4153
12010,Left,0,index,100.6472
12031,Left,0,index,97.84871
12048,Left,0,index,95.10051
12065,Left,0,index,92.74368
12082,Left,0,index,91.23882
12100,Left,0,index,89.89208
12119,Left,0,index,88.1566
12137,Left,0,index,86.46637
12155,Left,0,index,84.8072
12173,Left,0,pinky,82.22334
12191,Left,0,pinky,77.65147
12209,Left,0,ring,74.56682
12227,Left,0,ring,69.28514
12246,Left,0,ring,63.42085
12263,Left,0,ring,57.59834
12281,Left,0.04193086,ring,51.41386
12299,Left,0.2382481,ring,43.95085
12318,Left,0.4801845,ring,34.68272
12336,Left,0.7220913,ring,25.47836
12354,Left,0.9643354,ring,16.27646
12372,Left,1,ring,9.217247
12390,Left,1,ring,4.332133
12407,Left,1,ring,5.865567
12425,Left,1,ring,9.201705
12444,Left,1,ring,11.10666
12463,Left,1,ring,12.96638
12481,Left,1,ring,14.423
12499,Left,1,ring,15.47219
12516,Left,1,ring,15.61853
12534,Left,1,ring,15.22002
12553,Left,1,ring,14.63105
12570,Left,1,ring,13.77367
12588,Left,1,ring,12.81295
12607,Left,1,ring,11.85843
12625,Left,1,ring,11.0788
12643,Left,1,ring,10.51686
12661,Left,1,ring,10.04672
12680,Left,1,ring,9.610699
12697,Left,1,ring,9.320012
12715,Left,1,ring,9.077465
12733,Left,1,ring,8.977959
12751,Left,1,ring,8.961125
12769,Left,1,ring,8.901775
12787,Left,1,ring,8.69456
12805,Left,1,ring,8.674978
12823,Left,1,ring,8.631651
12841,Left,1,ring,8.644172
12859,Left,1,ring,8.636703
12878,Left,1,ring,8.747228
12897,Left,1,ring,8.704319
12915,Left,1,ring,8.73
12933,Left,1,ring,8.749
12955,Left,1,ring,8.677335
12969,Left,1,ring,8.617949
12986,Left,1,ring,8.714235
13004,Left,1,ring,8.782542
13022,Left,1,ring,8.853456
13040,Left,1,ring,8.821798
13059,Left,1,ring,8.781063
13077,Left,1,ring,8.670628
13095,Left,1,ring,8.695272
13113,Left,1,ring,8.862108
13131,Left,1,ring,9.110612
13149,Left,1,ring,8.627138
13167,Left,1,ring,7.982749
13185,Left,1,ring,6.765553
13204,Left,1,ring,5.744396
13221,Left,1,ring,5.055049
13239,Left,1,ring,3.772788
13258,Left,1,ring,3.632488
13275,Left,1,ring,9.905068
13295,Left,0.8725727,ring,19.42822
13313,Left,0.5791594,ring,30.48268
13330,Left,0.2343568,ring,43.6286
13347,Left,0,ring,57.29013
13366,Left,0,middle,65.63139
13384,Left,0,middle,68.80277
13403,Left,0,middle,72.9531
13420,Left,0,pinky,75.90885
13438,Left,0,index,77.41345
13456,Left,0,index,78.42126
13474,Left,0,index,79.3335
13493,Left,0,index,80.47754
13510,Left,0,index,81.74216
13528,Left,0,index,83.12514
13546,Left,0,index,84.5426
13564,Left,0,index,85.96058
13582,Left,0,index,86.97148
13600,Left,0,index,87.67408
13619,Left,0,index,88.37446
13637,Left,0,index,88.83214
13655,Left,0,index,89.22235
13674,Left,0,index,89.50645
13695,Left,0,index,89.604
13711,Left,0,index,89.71227
13728,Left,0,index,89.759
13746,Left,0,index,89.78493
13763,Left,0,index,89.83453
13781,Left,0,index,89.88828
13799,Left,0,index,89.88665
13818,Left,0,index,89.92903
13835,Left,0,index,89.93737
13853,Left,0,index,89.89887
13908,Left,0,index,90.01933
13926,Left,0,index,89.63932
13944,Left,0,index,89.67184
13962,Left,0,index,89.88878
13981,Left,0,index,90.15629
13998,Left,0,index,90.35001
14017,Left,0,index,90.5603
14034,Left,0,index,90.76685
14052,Left,0,index,90.59177
14070,Left,0,index,90.46018
14088,Left,0,index,90.55848
14108,Left,0,index,90.48574
14127,Left,0,index,90.25412
14145,Left,0,index,89.87469
14162,Left,0,index,89.27143
14180,Left,0,index,89.36461
14198,Left,0,index,89.51489
14216,Left,0,pinky,89.00632
14234,Left,0,pinky,81.43169
14252,Left,0,pinky,73.79729
14270,Left,0,pinky,67.0285
14288,Left,0,pinky,59.98625
14306,Left,0.004933815,pinky,53.00357
14324,Left,0.1742635,pinky,46.82293
14342,Left,0.3429142,pinky,40.71889
14359,Left,0.4925765,pinky,35.29887
14378,Left,0.6679098,pinky,28.63836
14396,Left,0.8321843,pinky,22.20313
14414,Left,1,pinky,13.49269
14432,Left,1,pinky,11.02675
14450,Left,1,pinky,11.73824
14468,Left,1,pinky,14.12462
14486,Left,1,pinky,15.88521
14504,Left,1,pinky,17.59001
14523,Left,1,pinky,18.04731
14541,Left,1,pinky,18.04241
14559,Left,1,pinky,17.92223
14577,Left,1,pinky,17.95535
14595,Left,1,pinky,17.92101
14613,Left,1,pinky,18.15416
14631,Left,1,pinky,18.43065
14649,Left,1,pinky,18.55951
14667,Left,1,pinky,18.81224
14685,Left,1,pinky,19.04704
14704,Left,1,pinky,19.3025
14721,Left,1,pinky,19.42369
14741,Left,1,pinky,19.45228
14761,Left,1,pinky,19.25283
14778,Left,1,pinky,18.86387
14794,Left,1,pinky,18.49384
14813,Left,1,pinky,18.05325
14830,Left,1,pinky,17.71533
14848,Left,1,pinky,17.43106
14866,Left,1,pinky,16.95576
14884,Left,1,pinky,16.32808
14903,Left,1,pinky,15.5829
14921,Left,1,pinky,15.22535
14939,Left,1,pinky,14.89478
14956,Left,1,pinky,14.44331
14975,Left,1,pinky,14.05874
14993,Left,1,pinky,13.77033
15011,Left,1,pinky,13.73692
15029,Left,1,pinky,13.62572
15047,Left,1,pinky,13.30779
15065,Left,1,pinky,12.84008
15083,Left,1,pinky,13.05044
15101,Left,1,pinky,13.53918
15119,Left,1,pinky,14.12428
15137,Left,1,pinky,14.7137
15155,Left,1,pinky,15.50152
15173,Left,0.9937596,pinky,16.25418
15194,Left,0.9733223,pinky,16.72316
15213,Left,0.9542775,pinky,17.31735
15232,Left,0.9586067,pinky,17.22992
15246,Left,0.9662984,pinky,17.12546
15265,Left,0.9686021,pinky,17.31343
15282,Left,0.9008037,pinky,19.2798
15300,Left,0.8159336,pinky,22.06368
15318,Left,0.6126788,pinky,29.3363
15337,Left,0.3653882,pinky,38.72678
15355,Left,0.1453676,pinky,47.05963
15373,Left,0,pinky,55.48743
15391,Left,0,pinky,63.27224
15409,Left,0,pinky,70.4861
