timestamp,hand,pinch strength,finger,distance
713,left,0.121501,index,71.00821549457852
731,left,0.255542,index,66.53377189197077
750,left,0.378776,index,62.24646422449792
768,left,0.506338,index,57.70066556001261
782,left,0.655629,index,52.24641556511413
800,left,0.826846,index,45.88110450114732
818,left,0.982179,index,39.59712382917855
836,left,1,index,33.91244647104364
854,left,1,index,29.314595924719825
873,left,1,index,25.67959831013717
890,left,1,index,23.159014230800068
908,left,1,index,21.487362423371
927,left,1,index,20.699617336205034
945,left,1,index,20.281935180694397
963,left,0.980268,index,20.15491645579311
981,left,0.971057,index,19.652180092908267
999,left,0.950707,index,19.665217470470548
1017,left,0.943828,index,19.648642277900528
1035,left,0.939142,index,19.58901329477572
1060,left,0.942355,index,19.466582212573943
1075,left,0.945218,index,19.352727246711247
1091,left,0.948514,index,19.21835375806159
1109,left,0.950618,index,19.104860638457954
1127,left,0.954226,index,19.016712671387236
1145,left,0.961309,index,18.94546018910335
1164,left,0.964327,index,18.771634202711276
1182,left,0.970363,index,18.689628615842004
1199,left,0.971843,index,18.623007813479003
1217,left,0.97583,index,18.55459691080623
1236,left,0.979007,index,18.51438016219015
1254,left,0.980148,index,18.45705064088247
1272,left,0.980967,index,18.40272061845476
1326,left,0.983358,index,18.32065421495914
1344,left,0.98217,index,18.286683684104666
1362,left,0.980833,index,18.274613718185673
1380,left,0.979964,index,18.24658010040237
1398,left,0.980147,index,18.23463662362374
1416,left,0.982311,index,18.21884149791363
1434,left,0.98446,index,18.218092542308042
1453,left,0.986966,index,18.22638668168762
1471,left,0.989255,index,18.220919529894754
1489,left,0.990331,index,18.203382116035478
1510,left,0.990908,index,18.176704256792526
1525,left,0.992782,index,18.18022611550528
1543,left,0.994445,index,18.180634074093792
1565,left,0.995385,index,18.167927077682805
1580,left,0.996119,index,18.134126936218895
1594,left,0.993345,index,18.03876683973713
1612,left,0.997651,index,18.15731182692251
1630,left,1,index,18.372527942351855
1651,left,1,index,18.517023168762847
1670,left,1,index,17.893430122377318
1688,left,1,index,15.36725319540223
1705,left,1,index,12.890890743559961
1724,left,0.900527,index,16.024790884825922
1742,left,0.536988,index,26.49709573411584
1760,left,0.12901,index,40.149985669084614
2631,left,0.00158459,middle,70.47411777221834
2644,left,0.119647,middle,66.50767453243647
2661,left,0.241931,middle,62.38395640233473
2679,left,0.379868,middle,57.65698237325293
2702,left,0.51474,middle,53.10487791764896
2721,left,0.649735,middle,48.60077633390643
2739,left,0.773855,middle,44.621329510167
2757,left,0.889402,middle,40.97890061975309
2775,left,0.995409,middle,37.714969873597944
2793,left,1,middle,35.33088100586935
2811,left,1,middle,33.34681245651524
2829,left,1,middle,31.543577311568512
2847,left,1,middle,30.05612989251278
2865,left,1,middle,28.274807234752277
2884,left,1,middle,26.00877184071751
2905,left,1,middle,23.7194184210933
2920,left,1,middle,21.547578621434475
2937,left,1,middle,19.796407627822273
2955,left,1,middle,18.164653611409715
2973,left,1,middle,16.559923763788888
2991,left,1,middle,14.351545677818116
3010,left,1,middle,13.051294554721386
3030,left,1,middle,12.029559022428877
3046,left,1,middle,11.06365616105273
3061,left,1,middle,10.17126895180734
3079,left,1,middle,9.502503586423947
3097,left,1,middle,8.19520919196087
3117,left,1,middle,7.332049212873579
3137,left,1,middle,6.567056275836235
3154,left,1,middle,5.831429166165011
3173,left,1,middle,5.2610838141964535
3190,left,1,middle,4.7869325355597026
3208,left,1,middle,4.393581853112559
3226,left,1,middle,4.115265713170911
3245,left,1,middle,3.8962069054402173
3262,left,1,middle,3.763539942660374
3281,left,1,middle,3.6495299423350467
3299,left,1,middle,3.517098811520657
3317,left,1,middle,3.3968206855823273
3335,left,1,middle,3.304142530218684
3353,left,1,middle,3.2626841909691433
3371,left,1,middle,3.2056958448985786
3389,left,1,middle,3.152960768864723
3408,left,1,middle,3.098319178199702
3424,left,1,middle,3.07429926975239
3443,left,1,middle,3.0105865690924767
3461,left,1,middle,2.9653623808904213
3480,left,1,middle,2.727909371661731
3498,left,1,middle,2.6416682096735657
3515,left,1,middle,2.633366432914332
3534,left,1,middle,2.6186509885817113
3552,left,1,middle,2.6074033443255282
3569,left,1,middle,2.625733916450799
3588,left,1,middle,2.636879559251807
3606,left,1,middle,2.6902171455107435
3624,left,1,middle,2.8236105698201297
3642,left,1,middle,3.0307860185107187
3660,left,1,middle,3.261528305871339
3680,left,1,middle,3.4095964995875883
3696,left,1,middle,3.366374936040261
3711,left,1,middle,3.001447952239051
3727,left,1,middle,2.7615568525742753
3747,left,1,middle,5.6973991961244845
3766,left,0.905144,middle,13.118856377367656
3785,left,0.599102,middle,22.504880577776905
3802,left,0.276891,middle,33.07822346877172
4618,left,0.000213587,ring,75.25533565515471
4635,left,0.110532,ring,71.82392127174622
4653,left,0.230124,ring,67.9701478505086
4671,left,0.364385,ring,63.44876531801072
4690,left,0.537582,ring,57.47672175107067
4707,left,0.776809,ring,49.04162362422355
4726,left,1,ring,39.14826587845239
4745,left,1,ring,32.41360805664806
4761,left,1,ring,27.960899518792314
4777,left,1,ring,25.450826310554245
4795,left,1,ring,24.114970556067448
4813,left,1,ring,23.665082900340753
4839,left,0.982778,ring,23.837502982695145
4862,left,0.94717,ring,24.036235176915703
4870,left,0.938088,ring,23.989001680353432
4885,left,0.939318,ring,23.92782859120317
4904,left,0.962136,ring,24.02658113839753
4922,left,1,ring,24.1085796298745
4939,left,1,ring,24.151095715308646
4960,left,1,ring,24.195810565054433
4978,left,1,ring,24.238765220200467
4997,left,1,ring,24.113179470364344
5014,left,1,ring,23.913326025879382
5033,left,1,ring,23.637690045772235
5051,left,1,ring,23.32684840178801
5069,left,1,ring,23.062370434107596
5087,left,1,ring,22.82301565875991
5105,left,1,ring,22.653632446475328
5123,left,1,ring,22.57787008112147
5142,left,1,ring,22.51287443864066
5160,left,1,ring,22.455106910010464
5178,left,1,ring,22.426103915972558
5195,left,1,ring,22.306735019944096
5214,left,1,ring,22.20603490585387
5232,left,1,ring,22.157583747331294
5249,left,1,ring,22.106353283615103
5267,left,1,ring,22.035810413960274
5286,left,1,ring,22.009495066902378
5304,left,1,ring,21.98444669055831
5325,left,1,ring,21.920542108716198
5341,left,1,ring,21.811552397754728
5358,left,1,ring,21.73005660922217
5376,left,1,ring,21.62675126157417
5394,left,1,ring,21.52538101451401
5412,left,1,ring,21.370338862311005
5432,left,1,ring,21.24244678797619
5449,left,1,ring,21.16858063380727
5463,left,1,ring,21.127322467601044
5481,left,1,ring,21.085245737481934
5499,left,1,ring,21.066084176704507
5521,left,1,ring,21.032966056170014
5539,left,1,ring,21.002021231538645
5558,left,1,ring,20.933151743108347
5575,left,1,ring,20.89035031443943
5594,left,1,ring,20.85179874974818
5612,left,1,ring,20.75296566806778
5630,left,1,ring,20.60492656672185
5644,left,1,ring,19.77303505635895
5662,left,1,ring,18.015057496994
5680,left,1,ring,17.874985402511523
5698,left,0.564328,ring,27.735030476276744
5716,left,0.0660195,ring,42.87556597480668
6442,left,0.10382,pinky,75.49288093601675
6470,left,0.311456,pinky,68.34493752941763
6484,left,0.492555,pinky,61.934138603196864
6498,left,0.652111,pinky,56.25176658523713
6512,left,0.800418,pinky,50.86908037000474
6530,left,0.932643,pinky,46.10190219687254
6547,left,1,pinky,43.32156994858335
6568,left,1,pinky,41.16502162771204
6586,left,1,pinky,39.48029970314308
6607,left,1,pinky,37.80240626970723
6625,left,1,pinky,34.598289915832545
6644,left,1,pinky,31.69883250105594
6661,left,1,pinky,29.447782680704503
6679,left,1,pinky,27.365660457039954
6694,left,1,pinky,25.959047255629407
6712,left,1,pinky,24.910557721777323
6730,left,1,pinky,24.314638519213077
6748,left,1,pinky,23.7936846705171
6766,left,1,pinky,23.44090536754074
6784,left,1,pinky,23.20295923648533
6803,left,1,pinky,22.95899504703984
6821,left,1,pinky,22.80129667738219
6839,left,1,pinky,22.6412950903874
6857,left,1,pinky,22.489740276179262
6873,left,1,pinky,22.290549417410045
6890,left,1,pinky,22.18336513178288
6909,left,1,pinky,22.134887521964068
6931,left,1,pinky,22.045337655386458
6949,left,1,pinky,21.947961748873176
6967,left,1,pinky,21.785455193775515
6985,left,1,pinky,21.659657787924537
7003,left,1,pinky,21.572426421939657
7021,left,1,pinky,21.512975822047476
7039,left,1,pinky,21.468310467756893
7058,left,1,pinky,21.435095404033085
7075,left,1,pinky,21.387560827967267
7094,left,1,pinky,21.342884667260886
7112,left,1,pinky,21.26559327011595
7130,left,1,pinky,21.19620640704369
7147,left,1,pinky,21.143385055378435
7166,left,1,pinky,21.118536011049628
7184,left,1,pinky,21.102906319746566
7202,left,1,pinky,21.068602628081425
7220,left,1,pinky,20.98261125241566
7238,left,1,pinky,20.92707596703372
7256,left,1,pinky,20.87519088319913
7280,left,1,pinky,20.82964836765134
7293,left,1,pinky,20.736688129978702
7311,left,1,pinky,20.64156365419055
7328,left,1,pinky,20.555363730666517
7347,left,1,pinky,20.483269119942744
7365,left,1,pinky,20.452316721584385
7383,left,1,pinky,20.41870516487273
7401,left,1,pinky,20.317349433673673
7419,left,1,pinky,20.246222493344263
7437,left,1,pinky,20.15181908538283
7455,left,1,pinky,20.04939792337916
7473,left,1,pinky,19.909261790684262
7491,left,1,pinky,19.654730795409026
7509,left,1,pinky,19.173926425487295
7528,left,1,pinky,18.78557020827422
7546,left,1,pinky,18.73034327208127
7564,left,0.925331,pinky,19.455380870340218
7582,left,0.766159,pinky,21.320699018793913
7600,left,0.560667,pinky,24.958197492206846
7618,left,0.306308,pinky,30.68969400303626
7636,left,0.00818223,pinky,38.538732232651356
8341,left,0.0764704,index,65.78908311701038
8360,left,0.191424,index,62.701253562608294
8378,left,0.299161,index,59.697628001036186
8396,left,0.401561,index,56.66478389377395
8415,left,0.510989,index,53.37097863918179
8468,left,0.513271,index,42.88057925215101
8486,left,0.396607,index,42.770095195124355
